zona,temperatura,humedad,presion,luz,sonido_db,co2,particulas_pm25,gas_tipo,gas_ppm,vibracion,inclinacion,distancia_obstaculo,velocidad_robot,senal_comunicacion,bateria,voltaje_bateria,temperatura_bateria,autonomia_estimada_min,visibilidad,persona_detectada,confianza_persona,nivel_riesgo,accion_recomendada
Sector norte,20.9251834006702,41.545223172600245,900.0,1.0666,43.868060720437946,1824.9159625331358,129.5313523308801,humo,288.14029664184716,2.14,24.6,3.29,0.47,51.2,15.0,10.83,4,11.4,46.0,0,0.37,Alto,Cambiar ruta o detenerse
Pasillo A,23.982255240164527,41.90488328853302,900.0,0.59255,26.0070405864743,421.1546901857861,165.66948428309826,metano,32.84041782880864,1.29,6.1,0.45,0.83,60.9,54.422206989985575,11.81,24,39.9,48.3,0,0.16,Medio,Avanzar con precaución
Túnel estrecho,17.922565608232212,24.213855174118827,941.2651929710192,0.88885,7.497235065891505,1410.1394375809698,48.489899113764395,humo,124.53841608579592,0.58,16.7,1.51,1.45,96.3,60.061446716535144,11.75,4,47.4,75.2,0,0.38,Bajo,Avanzar
Túnel estrecho,22.99933290173185,33.80948294009219,900.0,0.0,35.52061384943042,1270.3406635745068,112.31721101488422,monoxido_carbono,285.9196449282708,0.04,16.3,1.2,1.39,62.8,60.061446716535144,11.68,24,44.4,44.5,0,0.39,Medio,Avanzar con precaución
Escalera colapsada,20.081656573857973,39.77240096549989,943.9999539637704,0.4148,28.184381470629127,624.0991059869143,75.06892451713915,monoxido_carbono,9.158603607862526,1.63,17.2,1.17,0.6,99.6,60.061446716535144,11.85,24,44.4,62.1,0,0.08,Medio,Avanzar con precaución
Pasillo A,21.84682420605079,39.1970980910117,946.3185449339134,0.0,49.88452354296003,2338.738555331599,7.074676311792686,gas_desconocido,125.32212755798983,1.23,18.7,3.48,1.19,31.4,60.061446716535144,11.88,4,47.4,89.4,0,0.33,Alto,Cambiar ruta o detenerse
Punto crítico,23.817926538907862,32.73238267012272,938.9761476092028,0.0,20.962494300695763,2090.5237280716196,26.92765687106911,sin_gas,114.59261971559836,1.96,1.1,4.16,1.39,89.0,60.061446716535144,11.93,22,44.7,76.3,0,0.09,Medio,Avanzar con precaución
Habitación bloqueada,20.72990631845867,21.71919110243856,900.0,23.7542,45.07184379369276,883.180407682004,61.87358167112797,sin_gas,124.92805508041721,1.74,24.0,3.64,0.47,59.8,42.10543880323557,11.38,24,30.1,60.3,0,0.1,Medio,Avanzar con precaución
Escalera colapsada,23.42998910359262,42.53530215877046,900.0,0.0,36.25475063152469,937.5595935702942,103.87499495683525,sin_gas,267.8047497833269,2.47,17.1,3.3,1.26,21.8,60.061446716535144,11.83,24,44.4,58.6,0,0.04,Alto,Cambiar ruta o detenerse
Sector norte,21.51971232958394,32.318236615278146,945.7653538459724,0.0,42.16412780349916,467.237911970847,159.25808592184754,sin_gas,290.9801770095962,1.28,27.7,4.6,0.48,97.8,60.061446716535144,11.88,24,44.4,35.8,0,0.07,Alto,Cambiar ruta o detenerse
Escalera colapsada,22.24586991671222,43.78428055457649,900.0,0.0,24.586760235000707,1023.106648315986,143.44497068525192,sin_gas,454.49899718640563,1.07,28.5,0.48,0.58,97.2,15.0,10.84,24,8.4,24.1,0,0.26,Alto,Cambiar ruta o detenerse
Pasillo A,23.858227236566982,31.78916087346948,947.0480494523875,41.05265,15.320474989853464,1627.7062187180425,101.83339267398482,amoniaco,193.0155245131096,0.72,8.1,1.0,0.38,50.7,74.78956882229168,12.27,4,59.2,46.9,0,0.19,Medio,Avanzar con precaución
Sector sur,22.790184005484395,24.885407327474507,952.1544675703824,0.0,59.15187729118373,1283.7711156120033,17.927323133806834,metano,463.28945857156293,1.19,1.7,2.19,0.81,96.3,60.061446716535144,11.86,24,44.4,62.1,0,0.32,Medio,Avanzar con precaución
Entrada,22.77836368143352,33.41689266724357,900.0,0.0,28.51791900781051,2435.43647381133,55.033600819121254,metano,325.9771724920851,2.18,24.6,1.99,1.28,31.3,60.061446716535144,12.04,4,47.4,69.4,0,0.14,Alto,Cambiar ruta o detenerse
Habitación bloqueada,21.30948537488816,43.10817072730633,900.0,0.0,23.07735630763072,517.7683554537089,69.17401338114269,metano,456.33019795027786,0.11,34.2,2.21,0.84,74.4,19.359539738870485,11.04,4,14.9,57.8,0,0.39,Alto,Cambiar ruta o detenerse
Entrada,20.34786608390088,40.20568458465932,946.132224108162,0.59255,69.34900862938277,1642.0033336879223,113.80050741067245,sin_gas,416.7360508400242,2.44,15.6,1.19,0.27,35.4,57.77314406370715,11.42,43,39.8,39.0,0,0.03,Alto,Cambiar ruta o detenerse
Sector norte,23.59648537343429,37.17895354876804,946.337527364338,0.0,38.29449176496602,2202.449825064801,16.361634021472195,metano,343.79122170384375,2.48,9.1,0.92,0.45,39.7,68.6381028318746,11.88,4,54.3,76.2,0,0.03,Alto,Cambiar ruta o detenerse
Túnel estrecho,22.33135990289741,23.89936143432588,944.5762853729487,0.0,30.432101605855653,1409.5559160604175,97.78387203758284,monoxido_carbono,178.05294975947973,1.49,5.5,2.64,0.89,82.3,60.061446716535144,11.52,24,44.4,63.7,0,0.28,Medio,Avanzar con precaución
Entrada,23.180508542437803,35.00391414534331,900.0,1.7152,23.244776667739966,406.2217131768333,162.75630082532376,sin_gas,120.55522384260925,0.83,10.1,4.65,0.92,50.2,60.061446716535144,11.67,24,44.4,37.8,0,0.36,Medio,Avanzar con precaución
Punto crítico,19.633679637645045,23.35978848750208,950.8115913482216,0.0,10.625415402216753,909.8831496351779,128.45072174704552,gas_desconocido,111.19571775601611,0.56,11.5,2.08,0.91,20.6,61.35369837055678,11.73,24,45.5,47.3,0,0.32,Medio,Avanzar con precaución
Zona de escombros,20.289350049617465,32.34694950491917,942.3739660278804,0.0,14.234756835330094,1079.9148489027289,144.48844114848237,metano,476.08691872814063,0.69,14.8,0.41,0.21,53.1,62.46852270201511,11.94,24,46.4,23.2,0,0.2,Alto,Cambiar ruta o detenerse
Zona de escombros,26.066312316114395,20.1944666608887,900.0,0.0,39.460244829115005,2428.5884385706713,124.29323846283785,humo,479.28692156467906,0.13,22.9,3.59,1.16,38.2,60.061446716535144,11.7,24,44.4,42.8,0,0.12,Alto,Cambiar ruta o detenerse
Sector norte,24.11019511510793,36.57030309756385,900.0,0.0,26.71263527718361,2314.723891861269,41.15309463020364,sin_gas,362.41568676215445,1.19,9.6,1.6,1.37,74.7,60.061446716535144,11.97,24,44.4,67.6,0,0.02,Medio,Avanzar con precaución
Escalera colapsada,21.18068197388223,19.631526606198506,900.0,0.0,40.17816988032581,2393.258060726024,24.334668511553264,amoniaco,441.89799203823867,0.14,1.8,1.38,0.81,35.6,74.8904753340267,11.97,24,56.3,55.2,0,0.21,Medio,Avanzar con precaución
Túnel estrecho,23.26461764242914,45.111950825944746,900.0,0.0,36.76265990025463,2134.0927609956334,150.16086777585906,monoxido_carbono,459.49808153953023,1.8,13.1,1.76,1.11,87.4,60.061446716535144,11.72,44,41.4,25.1,0,0.2,Alto,Cambiar ruta o detenerse
Sector norte,20.657675224360165,34.97672395745719,900.0,0.0,37.56595631985761,1138.4602416391992,126.71327630271746,humo,255.77809825965608,0.93,29.9,3.67,1.38,41.4,60.061446716535144,11.58,24,44.4,39.4,0,0.14,Alto,Cambiar ruta o detenerse
Entrada,23.43227496842445,30.76285462697588,946.9393392623674,0.0,27.50978028854045,2302.3404864020213,105.63577279286444,monoxido_carbono,314.5298453125861,0.5,17.4,4.13,1.0,51.4,60.061446716535144,11.98,43,41.6,38.1,0,0.24,Alto,Cambiar ruta o detenerse
Túnel estrecho,22.729319503664065,42.88456986371836,945.5566487700804,0.0,35.87908234896902,2461.5374624678025,38.124501369443045,gas_desconocido,209.3772489601073,1.36,33.8,3.02,1.04,43.8,60.061446716535144,12.0,24,44.4,62.7,0,0.29,Alto,Cambiar ruta o detenerse
Sector norte,21.580541037632607,28.25336134444169,950.4863184401172,0.0,4.094815039488365,1135.149755777401,110.58536892955685,monoxido_carbono,209.24538214263154,2.43,17.6,1.75,1.11,71.5,60.061446716535144,11.74,4,47.4,51.5,0,0.28,Medio,Avanzar con precaución
Túnel estrecho,19.107699522340923,19.910585062854253,945.1029111184388,0.0,37.00834837253588,947.1675285715428,10.481312413877962,amoniaco,19.21445932230731,1.74,9.7,1.69,0.46,28.1,61.1981246624841,11.56,24,45.4,90.2,0,0.11,Medio,Avanzar con precaución
Habitación bloqueada,26.138237427040035,33.909757749727056,900.0,0.0,66.06677093581432,1548.5242148426648,25.7968485189429,humo,216.91073024240276,1.23,6.8,0.8,0.92,58.2,60.061446716535144,11.73,4,47.4,71.3,0,0.24,Medio,Avanzar con precaución
Punto crítico,23.0174541904106,31.68992766470453,949.6129096266948,0.0,27.01975405246709,793.0196044577531,59.58077621577429,amoniaco,336.74490575659166,1.94,24.3,4.68,1.28,46.8,60.061446716535144,11.8,24,44.4,55.5,0,0.07,Alto,Cambiar ruta o detenerse
Zona de escombros,22.19745676522612,17.232524060819,948.6888203535414,0.47405,24.0730007860804,468.5108649533985,82.65419854695377,monoxido_carbono,210.99108305328556,1.84,18.8,3.26,0.51,90.7,60.061446716535144,11.67,4,47.4,62.1,1,0.96,Medio,Enviar alerta y avanzar con precaución
Sector sur,20.502985315257103,45.64437604517147,900.0,0.0,21.33645361057693,2386.2454593433263,26.09878676885006,sin_gas,436.20483843847825,2.23,21.1,0.33,1.36,25.9,54.98074292873313,12.01,24,40.4,56.2,0,0.32,Alto,Cambiar ruta o detenerse
Túnel estrecho,25.57974145121625,31.672717259677466,947.8329424519104,0.0,14.925190044422104,2344.0553281269804,25.989532175068764,humo,166.28147620350907,0.51,26.4,3.38,0.97,86.4,60.061446716535144,12.04,4,47.4,83.3,1,0.97,Medio,Enviar alerta y avanzar con precaución
Escalera colapsada,20.37515146525353,43.08279063647808,900.0,0.0,17.756664900759574,741.5730929004542,132.0313906021362,metano,66.34102328042474,2.15,25.4,2.35,0.69,33.4,71.80401894124084,11.75,24,53.8,48.1,0,0.31,Alto,Cambiar ruta o detenerse
Sector norte,23.421136571200787,45.38417402204474,900.0,0.5333,51.88045324048576,1256.254518552411,104.70089614335998,monoxido_carbono,405.7793453645297,0.75,1.5,4.87,0.97,27.1,58.438601446542485,11.55,4,46.2,52.9,0,0.07,Medio,Avanzar con precaución
Entrada,20.829924185194624,30.206504075200613,900.0,2.54805,42.21985324744668,2145.17625787264,98.40484663609138,sin_gas,336.973959164296,2.35,28.1,4.13,0.66,36.2,75.3878854273202,12.15,4,59.7,48.6,0,0.37,Alto,Cambiar ruta o detenerse
Zona de escombros,23.34759930893685,44.81708178973378,950.0142853814048,0.0,40.66970163370896,1788.1006275237912,84.17603664557124,metano,120.9097411602909,0.7,18.6,1.02,1.27,28.2,60.061446716535144,11.6,43,41.6,55.7,0,0.06,Medio,Avanzar con precaución
Sector sur,20.50046958946061,43.067903700537855,946.3109682552688,0.0,17.98377192599952,1229.0537692584992,175.89504361029867,monoxido_carbono,268.2256280211165,2.32,13.7,3.66,0.78,61.7,60.061446716535144,11.79,24,44.4,40.9,0,0.35,Alto,Cambiar ruta o detenerse
Zona de escombros,20.314493654802018,37.521970723932434,942.5026395344134,0.0,67.59530599750697,1962.7590940839198,13.715049506515934,monoxido_carbono,200.9261692968962,2.41,18.8,2.53,1.36,99.1,54.1000708401671,11.64,4,42.7,76.2,0,0.15,Medio,Avanzar con precaución
Entrada,23.11848895834352,27.361533574286625,950.6488691538004,0.0,32.81562655609258,2283.799515241401,36.60975582827605,metano,469.4298882178289,0.36,21.4,1.1,0.81,22.7,66.66778115800655,11.89,4,52.7,64.2,0,0.05,Alto,Cambiar ruta o detenerse
Zona de escombros,22.84413002341621,21.827593067281093,900.0,0.0,20.622173326958,2344.932494104323,118.31385754521654,sin_gas,303.6660454603145,2.44,5.2,3.55,1.02,56.9,60.061446716535144,11.91,4,47.4,37.3,0,0.12,Alto,Cambiar ruta o detenerse
Zona de escombros,22.64136818689305,15.651667206916995,951.4766077857626,0.0,39.1874353341146,1195.5841850365969,28.863989423967233,sin_gas,79.1946305934958,0.21,14.6,2.83,1.5,50.9,60.061446716535144,12.03,24,44.4,72.2,1,0.79,Bajo,Enviar alerta y continuar exploración
Habitación bloqueada,21.36726644474921,27.054854577238828,949.763627599323,9.4219,72.57005583597146,764.4774281529196,108.14166415160541,amoniaco,251.07422631849258,0.55,11.7,0.35,0.31,47.2,60.061446716535144,11.82,4,47.4,41.7,0,0.2,Medio,Avanzar con precaución
Pasillo A,22.076428507183067,37.42591192483158,950.8938477878914,0.0,74.93204865525038,2316.961602207348,104.358214459189,sin_gas,431.2784162619254,1.11,12.3,3.3,1.13,46.5,60.061446716535144,11.58,4,47.4,34.8,0,0.38,Alto,Cambiar ruta o detenerse
Entrada,22.25706512366551,23.95723453811101,945.7608088962302,0.0,60.753920585427046,594.3664363081593,174.92590713693735,monoxido_carbono,335.7483350162308,2.48,3.2,3.25,0.29,91.6,62.25134349461242,11.83,24,46.2,24.8,0,0.14,Alto,Cambiar ruta o detenerse
Entrada,22.45501858560704,40.65816014125689,952.8908572274672,0.0,18.504036518337035,1915.5456215791437,159.5926352335789,monoxido_carbono,421.2260380493281,1.22,5.6,0.89,1.27,21.5,60.061446716535144,11.67,4,47.4,35.3,0,0.25,Alto,Cambiar ruta o detenerse
Habitación bloqueada,18.433654259049685,39.42441130506998,946.9134069701096,1.7152,29.334071666862503,695.0443612076834,170.4718351593042,gas_desconocido,125.19965693282015,1.38,5.7,1.88,0.94,82.0,73.86637025357248,12.35,24,55.5,45.1,0,0.36,Medio,Avanzar con precaución
Zona de escombros,21.36394569588824,26.458659698623865,900.0,1.83695,20.05296368324415,1217.7123948021535,24.88041465794643,sin_gas,444.17568852377093,1.74,13.1,3.01,1.41,40.2,60.061446716535144,11.87,4,47.4,61.6,0,0.26,Alto,Cambiar ruta o detenerse
Túnel estrecho,19.23387314265913,18.1233435203481,952.380883804366,10.47565,38.46863295166105,1264.2670677445576,156.92597651948304,sin_gas,377.80566591208606,2.42,31.3,0.87,1.31,50.7,60.061446716535144,11.82,4,47.4,30.1,0,0.15,Alto,Cambiar ruta o detenerse
Pasillo A,20.68540767342236,36.26277185297508,946.7934857204576,0.0,40.75878609164736,733.3916217353751,27.590865802453543,monoxido_carbono,364.4568777190393,1.96,7.2,4.29,0.2,53.6,15.0,10.91,24,8.4,59.2,0,0.4,Alto,Cambiar ruta o detenerse
Escalera colapsada,23.912393931152508,44.329729182702096,946.091431239574,0.0,27.768117693802697,2337.631011413885,115.76313124519807,monoxido_carbono,173.2705348817622,0.56,14.6,0.33,0.29,44.4,60.061446716535144,11.76,4,47.4,57.9,0,0.08,Alto,Cambiar ruta o detenerse
Habitación bloqueada,20.33293391268768,28.590588436777782,943.1190737390248,0.0,27.83186697514624,405.60315281950113,131.01367811865038,sin_gas,443.8290318802641,0.76,10.9,0.69,0.94,27.5,60.061446716535144,11.95,24,44.4,42.5,1,0.61,Alto,Enviar alerta y cambiar ruta
Sector sur,21.954993885273936,38.91177514814674,950.3076998151456,0.0,25.238605078374903,2276.9979407549245,33.149362176125024,humo,318.98968869660825,0.24,27.6,0.76,0.83,29.1,58.4480394908606,11.64,4,46.2,66.1,0,0.32,Alto,Cambiar ruta o detenerse
Pasillo A,23.28337208336792,20.868970191072894,900.0,0.0,27.239743445960368,2256.0415792985195,115.71539078766945,metano,425.91973843140124,1.61,1.8,2.73,0.34,43.9,60.061446716535144,11.91,22,44.7,46.6,0,0.01,Alto,Cambiar ruta o detenerse
Punto crítico,23.66399114335384,23.872506617950503,949.7002895052224,0.0,25.66554594022876,1065.6236727658033,14.180586259598961,sin_gas,180.4857279931359,0.45,6.9,3.18,0.28,85.7,60.061446716535144,12.0,24,44.4,73.6,1,0.76,Bajo,Enviar alerta y continuar exploración
Pasillo A,24.141937491279013,34.999275639245894,949.2040491861682,2.54805,25.482472695338387,1878.9969667464786,56.321565004995286,sin_gas,72.82604553217826,0.64,7.4,2.14,0.89,30.8,60.061446716535144,11.64,24,44.4,70.8,0,0.11,Bajo,Avanzar
Zona de escombros,23.14014177555361,34.25963087468206,900.0,2.13325,13.421102073700943,930.8987137264626,166.20273643847042,humo,166.16859011016118,2.22,34.8,1.59,0.17,79.4,60.061446716535144,11.81,24,44.4,35.3,0,0.08,Alto,Cambiar ruta o detenerse
Túnel estrecho,23.90995174577868,20.932973602390312,900.0,0.0,27.26774383648279,1993.4244807332707,35.052953507827105,sin_gas,227.63217368759126,0.82,20.0,4.08,1.32,43.1,60.061446716535144,11.82,24,44.4,78.6,0,0.12,Medio,Avanzar con precaución
Habitación bloqueada,19.30976023541303,33.4141298259064,948.2163959794976,0.0,21.635468217318376,1578.351457754261,16.422248678807314,sin_gas,266.7036875727462,1.42,4.9,0.53,1.23,90.7,54.027658895907,11.47,43,36.8,63.3,0,0.39,Medio,Avanzar con precaución
Pasillo A,23.45879100347392,18.96964514999045,946.4295711347928,1.6592,47.53244537803313,1030.4734539200826,82.6436849397054,sin_gas,255.40460785576875,0.99,9.5,1.55,1.2,54.3,60.061446716535144,11.56,43,41.6,66.6,0,0.36,Medio,Avanzar con precaución
Pasillo B,20.476481216557247,38.01361932315975,926.9667881549516,0.0,65.13666488922969,1240.4929826390746,153.85818649227252,monoxido_carbono,273.0272962182822,0.19,5.9,0.39,0.12,33.7,60.061446716535144,11.62,4,47.4,41.4,0,0.09,Alto,Cambiar ruta o detenerse
Habitación bloqueada,23.595485823527724,22.506093192970404,900.0,0.0,70.21385568148877,1848.7663377006475,18.417666844450743,humo,420.8528826114737,0.91,4.4,0.27,0.17,98.9,60.061446716535144,11.75,24,44.4,60.8,0,0.06,Medio,Avanzar con precaución
Escalera colapsada,21.087005639816777,39.72166981880161,900.0,0.0,39.037841136185705,2302.8046442519444,67.2186889153215,sin_gas,85.05062309408495,1.02,27.9,1.9,0.87,34.1,60.061446716535144,11.82,44,41.4,78.0,1,0.98,Alto,Enviar alerta y cambiar ruta
Sector sur,20.49355535914995,21.93208789051884,900.0,1.53075,43.04476419294653,674.5256847912767,162.4605960478821,sin_gas,158.02564758443543,2.24,17.4,1.14,1.49,65.4,42.441127227261276,11.34,24,30.4,49.8,0,0.24,Alto,Cambiar ruta o detenerse
Pasillo A,23.06362844091724,34.88093455632361,950.6871222868888,0.0,16.422682572815752,1599.86433630523,25.677221240279504,sin_gas,444.30424521772574,0.81,22.1,1.49,0.58,65.5,60.061446716535144,12.05,24,44.4,69.8,0,0.35,Medio,Avanzar con precaución
Entrada,24.45174059076705,27.17532356056552,900.0,0.0,19.684101329166264,932.8313188599467,59.36698853459066,monoxido_carbono,280.22910227916515,0.95,11.6,4.14,0.58,49.8,55.660754234526884,11.82,24,40.9,59.5,0,0.39,Medio,Avanzar con precaución
Sector sur,20.55944308414129,16.2429463496947,946.2083981644636,0.0,63.768230850692575,2082.881724738464,141.22360701874817,sin_gas,291.69493518478606,1.96,19.4,0.98,0.29,96.1,15.0,10.88,4,11.4,32.2,0,0.3,Alto,Cambiar ruta o detenerse
Habitación bloqueada,20.544771207808047,40.23837055685448,952.537349546782,0.0,16.536845497918815,547.4983423259102,100.06192274929076,humo,239.03127230697612,1.9,9.0,3.95,1.04,87.5,58.18989360468537,11.66,24,43.0,51.9,0,0.24,Medio,Avanzar con precaución
Sector norte,21.06394793387373,21.153313980598245,900.0,0.0,23.29270793837117,1846.8071593594566,150.65829961087704,sin_gas,274.48731749306955,2.0,10.8,3.44,1.01,86.4,60.061446716535144,11.77,24,44.4,36.5,0,0.07,Alto,Cambiar ruta o detenerse
Entrada,19.6612186885913,31.83769697012277,944.2081243929548,2.13325,29.71483805093525,767.3866287511626,24.529193783539718,sin_gas,99.0398652800506,2.38,22.8,1.77,0.24,97.9,60.061446716535144,11.93,24,44.4,82.0,0,0.04,Medio,Avanzar con precaución
Punto crítico,20.241805791573007,38.757253358531926,950.2871347533652,0.0,38.15074265997272,1652.4093786467813,166.0969799914515,sin_gas,273.4334497090641,1.99,5.3,2.82,0.75,56.6,60.061446716535144,11.9,24,44.4,44.4,0,0.24,Alto,Cambiar ruta o detenerse
Pasillo A,22.34062750165288,34.773290436748724,933.9436028416676,0.0,46.876780163580165,2154.954433104653,168.60956404016153,humo,498.5865639555584,1.02,21.6,2.33,1.03,27.8,35.484594860243725,11.38,24,24.8,32.5,0,0.22,Alto,Cambiar ruta o detenerse
Pasillo B,20.7745536319788,38.27203945257206,947.1211571705488,0.0,30.468688518246232,1985.669390455527,32.17977852567361,monoxido_carbono,283.0237864620921,2.05,29.8,0.82,0.79,81.2,60.061446716535144,11.72,24,44.4,60.0,1,0.98,Alto,Enviar alerta y cambiar ruta
Pasillo A,19.066152687825905,23.9649101988517,949.2904471527648,0.0,27.459976971421177,1981.1800641356383,10.928206271181258,gas_desconocido,22.20123280301517,1.27,4.2,4.55,1.04,50.5,60.061446716535144,11.68,4,47.4,94.1,0,0.14,Bajo,Avanzar
Túnel estrecho,21.46601382180826,32.1518533653183,951.2762733140206,0.0,41.86720024641514,1487.4751555925009,178.22224184222455,sin_gas,398.21782217532984,0.69,31.4,2.93,1.24,35.2,58.514924689519276,11.51,24,43.2,15.5,0,0.03,Alto,Cambiar ruta o detenerse
Punto crítico,21.07547678258881,39.54771151280196,948.6839237617584,4.5628,33.66229020326274,2270.565742884415,89.39402865292428,sin_gas,198.2377143616938,0.76,2.8,4.43,1.06,58.7,15.0,10.89,24,8.4,64.5,1,0.76,Medio,Enviar alerta y avanzar con precaución
Pasillo A,23.528344094560737,30.51170117895525,948.3255006018424,2.48875,27.682424308266896,1635.0209163081956,105.11319570620049,monoxido_carbono,76.83807425078093,0.56,12.2,4.15,0.96,94.1,60.061446716535144,11.53,24,44.4,56.4,0,0.39,Bajo,Avanzar
Pasillo B,23.35537124721552,39.27923807284752,942.2053391733846,1.83695,41.68008156503866,2326.7877339540983,112.78332839165085,monoxido_carbono,431.2599031133457,0.36,21.4,0.58,1.3,33.7,60.061446716535144,11.76,24,44.4,31.3,0,0.32,Alto,Cambiar ruta o detenerse
Túnel estrecho,26.198004520848485,36.90202756888696,900.0,0.0,38.44468240944969,1547.697161448077,143.19198098658796,monoxido_carbono,98.9866277674838,0.46,19.6,1.19,1.36,87.9,79.08268931365735,12.1,24,59.7,52.0,1,0.95,Medio,Enviar alerta y avanzar con precaución
Pasillo B,23.71465216605408,44.38589850250983,948.5370465133924,0.0,31.039111214004265,1462.5276823420063,147.0978945830356,sin_gas,460.3836949292666,0.16,3.4,0.9,0.64,53.5,15.0,10.85,24,8.4,25.5,0,0.35,Alto,Cambiar ruta o detenerse
Habitación bloqueada,23.63568149338454,34.662137981531174,948.8283978439232,0.0,9.204158612850184,866.9413403416604,38.93691425596043,sin_gas,220.89824522130274,2.22,28.0,4.19,0.34,30.9,60.061446716535144,11.94,24,44.4,72.2,0,0.19,Alto,Cambiar ruta o detenerse
Habitación bloqueada,23.490398662025488,36.940942415938366,952.2707203383476,0.0,27.051102263742905,1544.0519734634304,46.41142961086715,sin_gas,371.39541737485,2.33,34.1,4.34,1.25,87.9,59.4360085214127,11.95,22,44.2,63.7,0,0.15,Alto,Cambiar ruta o detenerse
Pasillo B,19.814365423142544,43.835209058926246,900.0,0.4148,18.81308333948904,695.2281456226837,158.4457800656151,monoxido_carbono,273.49792516926027,1.47,6.3,2.73,0.4,97.6,30.058623483354243,11.24,24,20.4,42.7,0,0.15,Medio,Avanzar con precaución
Punto crítico,21.085808676804213,30.83356878301061,900.0,0.0,76.05411735446764,2226.3494226450457,148.41558083135263,monoxido_carbono,128.31340195761393,2.1,31.3,0.7,1.4,43.3,58.49067563052231,11.61,24,43.2,40.1,0,0.24,Alto,Cambiar ruta o detenerse
Punto crítico,25.175749204119963,43.57450652452882,900.0,0.0,18.777615324917345,1819.3729662874161,113.08339177194219,humo,335.5450872479594,0.46,19.5,0.85,0.13,44.3,60.061446716535144,11.76,24,44.4,49.8,0,0.22,Alto,Cambiar ruta o detenerse
Pasillo B,18.44422277805125,44.37903075310505,947.2631841551744,0.0,28.889757785978045,2486.634441835178,179.0723528468487,sin_gas,478.95627544507397,2.25,32.8,4.11,1.39,51.2,57.37452369724283,11.57,22,42.6,25.6,0,0.27,Alto,Cambiar ruta o detenerse
Habitación bloqueada,21.9050470258144,44.76061890235644,946.418114700484,0.0,14.14681275203431,593.4045983600985,133.65719012148165,humo,384.8184833957062,1.27,6.2,4.66,0.92,85.1,73.62573987850705,11.95,24,55.3,27.4,1,0.81,Medio,Enviar alerta y avanzar con precaución
Pasillo B,20.99913091971021,33.860466434228705,942.1498078449353,0.0,26.711843053162696,905.4127746751024,42.771434422793554,metano,302.00899828758907,0.17,27.7,1.16,1.18,20.8,60.061446716535144,11.83,43,41.6,67.7,0,0.07,Alto,Cambiar ruta o detenerse
Escalera colapsada,24.370955215734707,39.09700530042068,900.0,0.47405,25.75741094388568,2242.0330689588923,153.1627112582187,sin_gas,495.31405413292833,0.35,2.1,0.25,0.66,37.9,60.061446716535144,11.62,4,47.4,28.5,0,0.11,Alto,Cambiar ruta o detenerse
Sector norte,23.822208825780805,34.05873985483875,952.6675957035584,0.59255,31.14682569174944,1230.0336095147272,77.5782113647745,gas_desconocido,132.66333367134237,0.77,30.9,1.79,1.49,76.5,60.061446716535144,11.69,24,44.4,54.2,0,0.34,Medio,Avanzar con precaución
Zona de escombros,21.413377649271823,33.271768686061414,951.4986703384732,0.0,40.021504449777005,1379.236278961985,11.326715594725608,monoxido_carbono,31.17074395472369,0.11,23.6,0.35,0.42,52.5,60.061446716535144,11.6,22,44.7,88.2,0,0.27,Medio,Avanzar con precaución
Entrada,19.25480929242872,24.97478089185222,945.932273809003,0.0,25.211347570381893,2207.3689635139954,61.24872361704236,monoxido_carbono,16.06543305796554,0.77,13.0,4.17,0.47,46.4,15.0,10.91,22,8.7,76.6,0,0.18,Medio,Avanzar con precaución
Habitación bloqueada,19.58064992617612,34.97672395745719,948.9459228379136,1.16185,14.24674697938838,1495.8287723948997,138.6214659603924,monoxido_carbono,355.34393977939914,0.15,6.7,2.56,0.17,89.8,60.061446716535144,11.71,4,47.4,31.0,0,0.08,Medio,Avanzar con precaución
Pasillo B,23.89718557562984,33.6866010822479,942.077406339058,0.0,53.54855575626471,806.2992837701731,173.0360862576328,metano,415.1161823670853,0.59,28.6,3.28,1.42,93.4,60.061446716535144,11.43,24,44.4,29.7,0,0.01,Alto,Cambiar ruta o detenerse
Zona de escombros,24.32996917351512,42.337702800271856,958.1618754109094,0.0,4.654820347485769,2273.26324236054,53.32387285305892,amoniaco,317.5502687422633,0.66,21.1,2.18,0.74,95.8,60.061446716535144,12.01,4,47.4,66.1,0,0.13,Medio,Avanzar con precaución
Punto crítico,23.66487764561312,16.49155069040037,944.6915570812156,0.0,10.175165535813274,465.2294784883703,48.140356771700134,humo,452.5132987215992,2.49,12.6,1.86,1.04,41.8,71.63804001159951,12.16,4,56.7,56.9,0,0.03,Medio,Avanzar con precaución
Pasillo B,24.250617216364915,33.186911167603135,900.0,0.0,19.435610942013724,2280.3321620512306,103.63290247970251,metano,348.9880236699602,0.59,15.5,1.27,1.06,93.0,60.061446716535144,11.46,24,44.4,42.6,0,0.2,Alto,Cambiar ruta o detenerse
Túnel estrecho,19.23123866764888,32.64562909953845,943.6331976974392,0.0,10.29138623413803,506.0924760119028,147.0446824409282,monoxido_carbono,185.47732320451027,0.6,28.9,3.9,1.32,79.0,60.061446716535144,11.87,24,44.4,53.1,0,0.33,Medio,Avanzar con precaución
